mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_country_of_representation,mep_political_group,mep_instagram,mep_URI
256897,Mr,Gaëtan,Dussausaye,,,male,France,BRÉTIGNY-SUR-ORGE,1994-04-05^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256897.jpg,,,,,,France,Patriots for Europe Group,,https://data.europarl.europa.eu/person/256897
256894,Ms,Sylvie,Josserand,,,female,France,,,,https://www.europarl.europa.eu/mepphoto/256894.jpg,,,,,,France,Patriots for Europe Group,,https://data.europarl.europa.eu/person/256894
256927,Ms,Carola,Rackete,,,female,Germany,Preetz,1988-05-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256927.jpg,,,,,,Germany,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/256927
256813,Mr,Vladimir,Prebilič,,,male,Slovenia,Ljubljana,1974-05-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256813.jpg,mailto:vladimir.prebilic@europarl.europa.eu,,,,,Slovenia,Group of the Greens/European Free Alliance,,https://data.europarl.europa.eu/person/256813
256824,Mr,Yannis,Maniatis,Γιάννης,Μανιάτης,male,Greece,,,,https://www.europarl.europa.eu/mepphoto/256824.jpg,mailto:ioannis.maniatis@europarl.europa.eu,,https://x.com/Yannis_Maniatis,https://www.facebook.com/maniatis.yiannis/,,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/yannis_maniatis/?igsh=MTE4YWpkbGFrcmFqdg%3D%3D,https://data.europarl.europa.eu/person/256824
256840,Mr,Jan,Farský,,,male,Czechia,Turnov,1979-07-11^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256840.jpg,mailto:jan.farsky@europarl.europa.eu,,https://x.com/janfar_sky,,,Czechia,Group of the European People's Party (Christian Democrats),https://www.instagram.com/jan_farsky/,https://data.europarl.europa.eu/person/256840
256851,Mr,Ondřej,Dostál,,,male,Czechia,Chomutov,,,https://www.europarl.europa.eu/mepphoto/256851.jpg,mailto:ondrej.dostal@europarl.europa.eu,,https://x.com/dostalondrej?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/Ondrej.Dostal.ZPS/?locale=cs_CZ,,Czechia,Non-attached Members,,https://data.europarl.europa.eu/person/256851
256858,Mr,Nikolaos,Anadiotis,Νικόλαος,Αναδιώτης,male,Greece,Αθηνα,1983-02-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256858.jpg,mailto:nikolaos.anadiotis@europarl.europa.eu,,,,,Greece,Non-attached Members,,https://data.europarl.europa.eu/person/256858
256862,Ms,Dóra,Dávid,,,female,Hungary,Pecs,,,https://www.europarl.europa.eu/mepphoto/256862.jpg,mailto:dora.david@europarl.europa.eu,,https://x.com/doradavid20,https://www.facebook.com/daviddoraep/,,Hungary,Group of the European People's Party (Christian Democrats),https://www.instagram.com/doradavidep/,https://data.europarl.europa.eu/person/256862
256866,Ms,Gabriella,Gerzsenyi,,,female,Hungary,,,,https://www.europarl.europa.eu/mepphoto/256866.jpg,mailto:gabriella.gerzsenyi@europarl.europa.eu,,https://x.com/gerzsenyigabi,,,Hungary,Group of the European People's Party (Christian Democrats),https://www.instagram.com/gerzsenyigabi/,https://data.europarl.europa.eu/person/256866
256879,Mr,Yvan,Verougstraete,,,male,Belgium,Ixelles,1975-10-06^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256879.jpg,mailto:yvan.verougstraete@europarl.europa.eu,,https://twitter.com/YVerougstraete,https://www.facebook.com/VerougstraeteYvan,,Belgium,Renew Europe Group,https://www.instagram.com/yvanverougstraete/,https://data.europarl.europa.eu/person/256879
256882,Ms,Julie,Rechagneux,,,female,France,Clermont Ferrand,1996-01-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256882.jpg,mailto:julie.rechagneux@europarl.europa.eu,,https://x.com/jrechagneux?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/p/Julie-Rechagneux-61559577425120/,,France,Patriots for Europe Group,https://www.instagram.com/julierchx/?hl=fr,https://data.europarl.europa.eu/person/256882
256891,Mr,Benoit,Cassart,,,male,Belgium,Liège,1968-10-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256891.jpg,mailto:benoit.cassart@europarl.europa.eu,,https://x.com/i/flow/login?redirect_after_login=%2Fbenoitcassart,,https://www.facebook.com/benoit.cassart.18/,Belgium,Renew Europe Group,,https://data.europarl.europa.eu/person/256891
256903,Mr,Thomas,Pellerin-Carlin,,,male,France,Caen,,,https://www.europarl.europa.eu/mepphoto/256903.jpg,mailto:thomas.pellerin-carlin@europarl.europa.eu,,https://x.com/thpellerin,,,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/thomaspellerincarlin/?locale=en_GB%2Cen_GB,https://data.europarl.europa.eu/person/256903
256907,Mr,Reinis,Pozņaks,,,male,Latvia,Riga,1977-12-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256907.jpg,mailto:reinis.poznaks@europarl.europa.eu,,,,,Latvia,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/256907
256911,Mr,Arash,Saeidi,,,male,France,Teheran,1975-05-25^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256911.jpg,mailto:arash.saeidi@europarl.europa.eu,,,,,France,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/256911
256918,Ms,Céline,Imart,,,female,France,,,,https://www.europarl.europa.eu/mepphoto/256918.jpg,mailto:celine.imart@europarl.europa.eu,,https://twitter.com/CelineImart,https://www.facebook.com/celineimart/,,France,Group of the European People's Party (Christian Democrats),https://www.instagram.com/celine_imart?igsh=dGxhZTl6OWFxZXph&utm_source=qr,https://data.europarl.europa.eu/person/256918
256925,Ms,Laurence,Trochu,,,female,France,Nantes,1973-07-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256925.jpg,mailto:laurence.trochu@europarl.europa.eu,,,,,France,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/256925
256839,Ms,Anna,Stürgkh,,,female,Austria,Wien,1994-04-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256839.jpg,mailto:anna.sturgkh@europarl.europa.eu,,,,,Austria,Renew Europe Group,,https://data.europarl.europa.eu/person/256839
256841,Mr,Helmut,Brandstätter,,,male,Austria,Wien,1955-04-24^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256841.jpg,mailto:helmut.brandstaetter@europarl.europa.eu,,,,,Austria,Renew Europe Group,,https://data.europarl.europa.eu/person/256841
256844,Ms,Jaroslava,Pokorná Jermanová,,,female,Czechia,Karlovy Vary,1970-08-17^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256844.jpg,mailto:jaroslava.pokornajermanova@europarl.europa.eu,,,,,Czechia,Patriots for Europe Group,,https://data.europarl.europa.eu/person/256844
256870,Ms,Valérie,Devaux,,,female,France,Amiens,1964-06-19^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256870.jpg,mailto:valerie.devaux@europarl.europa.eu,,,,,France,Renew Europe Group,,https://data.europarl.europa.eu/person/256870
256872,Mr,Fabrice,Leggeri,,,male,France,Mulhouse,1968-03-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256872.jpg,mailto:fabrice.leggeri@europarl.europa.eu,,https://x.com/fabriceleggeri?lang=de,,,France,Patriots for Europe Group,https://www.instagram.com/fabriceleggeri/?locale=en_AE%2B2,https://data.europarl.europa.eu/person/256872
256887,Mr,Wouter,Beke,,,male,Belgium,LOMMEL,1974-08-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256887.jpg,mailto:wouter.beke@europarl.europa.eu,http://www.wouterbeke.be,https://x.com/wbeke?mx=2,https://www.facebook.com/wouter.beke?locale=nl_NL,,Belgium,Group of the European People's Party (Christian Democrats),https://www.instagram.com/wouterbekecdenv/,https://data.europarl.europa.eu/person/256887
256888,Mr,Rody,Tolassy,,,male,France,Pointe-à-Pitre,1987-09-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256888.jpg,mailto:rody.tolassy@europarl.europa.eu,,,,,France,Patriots for Europe Group,,https://data.europarl.europa.eu/person/256888
256904,Ms,Chloé,Ridel,,,female,France,Clamart,1991-11-25^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256904.jpg,mailto:chloe.ridel@europarl.europa.eu,,https://x.com/chloeridel,https://www.facebook.com/p/Chlo%C3%A9-Ridel-61552052076390/?_rdr,,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/chloridel,https://data.europarl.europa.eu/person/256904
256926,Ms,Marie-Agnes,Strack-Zimmermann,,,female,Germany,Düsseldorf,1958-03-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256926.jpg,mailto:marie-agnes.strack-zimmermann@europarl.europa.eu,https://www.strackzimmermann.de/,https://twitter.com/MAStrackZi,https://www.facebook.com/mastrackzimmermann,,Germany,Renew Europe Group,https://www.instagram.com/strackzimmermann,https://data.europarl.europa.eu/person/256926
256811,Mr,Aurelijus,Veryga,,,male,Lithuania,Užventis,1976-08-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256811.jpg,mailto:aurelijus.veryga@europarl.europa.eu,,,,,Lithuania,European Conservatives and Reformists Group,,https://data.europarl.europa.eu/person/256811
256815,Mr,Marjan,Šarec,,,male,Slovenia,Ljubljana,1977-12-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256815.jpg,mailto:marjan.sarec@europarl.europa.eu,,,,,Slovenia,Renew Europe Group,,https://data.europarl.europa.eu/person/256815
256847,Ms,Danuše,Nerudová,,,female,Czechia,Brno,1979-01-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256847.jpg,mailto:danuse.nerudova@europarl.europa.eu,,https://x.com/danusenerudova,,,Czechia,Group of the European People's Party (Christian Democrats),https://www.instagram.com/danusenerudova/,https://data.europarl.europa.eu/person/256847
256868,Mr,Péter,Magyar,,,male,Hungary,Budapest,1981-03-16^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256868.jpg,mailto:peter.magyar@europarl.europa.eu,,,https://www.facebook.com/peter.magyar.102,,Hungary,Group of the European People's Party (Christian Democrats),https://www.instagram.com/magyar_peter_official_the_man/?hl=hu,https://data.europarl.europa.eu/person/256868
256877,Ms,Pascale,Piera,,,female,France,Chatou,1967-02-23^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256877.jpg,mailto:pascale.piera@europarl.europa.eu,,,,,France,Patriots for Europe Group,,https://data.europarl.europa.eu/person/256877
256890,Mr,Rudi,Kennes,,,male,Belgium,Niel,1959-07-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256890.jpg,mailto:rudi.kennes@europarl.europa.eu,https://web-cdn.bsky.app/profile/rudikennes.bsky.social,https://x.com/RudiKennes,https://www.facebook.com/RudiKennes2/,,Belgium,The Left group in the European Parliament - GUE/NGL,https://www.instagram.com/rudikennes/,https://data.europarl.europa.eu/person/256890
256899,Ms,Murielle,Laurent,,,female,France,Joigny,1977-09-21^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256899.jpg,mailto:murielle.laurent@europarl.europa.eu,,,,,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/256899
256901,Mr,Jean-Marc,Germain,,,male,France,Lyon,1966-06-12^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256901.jpg,mailto:jean-marc.germain@europarl.europa.eu,,https://www.twitter.com/jmgermain,,https://www.facebook.com/profile.php?id=100091377755467&locale=fr_FR,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/j_m_germain/,https://data.europarl.europa.eu/person/256901
256910,Mr,Anthony,Smith,,,male,France,,,,https://www.europarl.europa.eu/mepphoto/256910.jpg,mailto:anthony.smith@europarl.europa.eu,,,,,France,The Left group in the European Parliament - GUE/NGL,,https://data.europarl.europa.eu/person/256910
256924,Ms,Sarah,Knafo,,,female,France,,,,https://www.europarl.europa.eu/mepphoto/256924.jpg,mailto:sarah.knafo@europarl.europa.eu,,,,,France,Europe of Sovereign Nations Group,,https://data.europarl.europa.eu/person/256924
256814,Ms,Zala,Tomašič,,,female,Slovenia,Kranj,1995-09-29^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256814.jpg,mailto:zala.tomasic@europarl.europa.eu,,https://x.com/ZalaTomasic,http://www.facebook.com/zalatomasic,,Slovenia,Group of the European People's Party (Christian Democrats),http://www.instagram.com/zalatomasic,https://data.europarl.europa.eu/person/256814
256830,Ms,Elisabeth,Grossmann,,,female,Austria,Graz,1968-11-25^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256830.jpg,mailto:elisabeth.grossmann@europarl.europa.eu,,,https://www.facebook.com/elisabeth.grossmann.1,,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,https://www.instagram.com/elisabethgrossmann_mep/,https://data.europarl.europa.eu/person/256830
256842,Mr,Gerald,Hauser,,,male,Austria,St. Jakob im Defereqqental,1961-09-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256842.jpg,mailto:gerald.hauser@europarl.europa.eu,,,https://www.facebook.com/gerald.hauser.1829/,,Austria,Patriots for Europe Group,https://www.instagram.com/fpoe_gerald.hauser/,https://data.europarl.europa.eu/person/256842
256845,Mr,Ondřej,Krutílek,,,male,Czechia,Nový Jičín,1981-04-30^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256845.jpg,mailto:ondrej.krutilek@europarl.europa.eu,https://krutilek.eu/,https://x.com/ondrejkrutilek,https://www.facebook.com/ondrejkrutilek.eu,,Czechia,European Conservatives and Reformists Group,https://www.instagram.com/ondrejkrutilek/,https://data.europarl.europa.eu/person/256845
256859,Ms,Annamária,Vicsek,,,female,Hungary,Szabadka,1973-02-09^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256859.jpg,mailto:annamaria.vicsek@europarl.europa.eu,,,https://www.facebook.com/oktatasespolitika,,Hungary,Patriots for Europe Group,https://www.instagram.com/vicsekannamaria/,https://data.europarl.europa.eu/person/256859
256864,Mr,András Tivadar,Kulja,,,male,Hungary,Nyiregyhaza,1989-09-17^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256864.jpg,mailto:andras.kulja@europarl.europa.eu,,,https://www.facebook.com/drkuljaandras,,Hungary,Group of the European People's Party (Christian Democrats),https://www.instagram.com/andras.doktor/,https://data.europarl.europa.eu/person/256864
256874,Ms,Mélanie,Disdier,,,female,France,Cambrai,1974-01-27^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256874.jpg,mailto:melanie.disdier@europarl.europa.eu,,https://x.com/melanie_disdier,https://www.facebook.com/people/M%C3%A9lanie-Disdier/100066812976689/,,France,Patriots for Europe Group,https://www.instagram.com/melaniedisdier/,https://data.europarl.europa.eu/person/256874
256883,Mr,Aleksandar,Nikolic,,,male,France,La Garenne-Colombes,1986-10-04^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256883.jpg,mailto:aleksandar.nikolic@europarl.europa.eu,,https://x.com/al_nikolic?s=21&t=1MZBMbr04kiT-InP3qDnGg,https://m.facebook.com/aleksandarnikolic28/,,France,Patriots for Europe Group,https://www.instagram.com/aleksandar_nikolic28?igsh=NmU2MXZnY3Iwand4,https://data.europarl.europa.eu/person/256883
256885,Mr,Bruno,Tobback,,,male,Belgium,Leuven,1969-08-22^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256885.jpg,mailto:bruno.tobback@europarl.europa.eu,,,,,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,,https://data.europarl.europa.eu/person/256885
256912,Ms,Rima,Hassan,,,female,France,Alep,1992-04-28^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256912.jpg,mailto:rima.hassan@europarl.europa.eu,,https://x.com/rimahas,,,France,The Left group in the European Parliament - GUE/NGL,https://www.instagram.com/rimamobarak/,https://data.europarl.europa.eu/person/256912
256922,Ms,Marion,Maréchal,,,female,France,,1989-12-10^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256922.jpg,mailto:marion.marechal@europarl.europa.eu,,https://x.com/marionmarechal?s=21&t=ccnHk1Sl0UNVfnEK-BIADw,https://m.facebook.com/MarionMarechalOff/,,France,European Conservatives and Reformists Group,https://www.instagram.com/marionmarechal_?igsh=NDR0aGZ5eXo0MG5m,https://data.europarl.europa.eu/person/256922
256806,Mr,Sebastian,Tynkkynen,,,male,Finland,Lohtaja,1989-03-08^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256806.jpg,mailto:sebastian.tynkkynen@europarl.europa.eu,,https://x.com/SebastianTyne,https://www.facebook.com/officialsebastiantynkkynen,,Finland,European Conservatives and Reformists Group,https://www.instagram.com/sebastiantynkkynen,https://data.europarl.europa.eu/person/256806
256810,Mr,Mika,Aaltola,,,male,Finland,Jämsänkoski,1969-05-02^^http://www.w3.org/2001/XMLSchema#date,,https://www.europarl.europa.eu/mepphoto/256810.jpg,mailto:mika.aaltola@europarl.europa.eu,https://www.mikaaaltola.eu/,https://x.com/MikaAaltola,https://www.facebook.com/MikaAaltola2024/?locale=fi_FI,,Finland,Group of the European People's Party (Christian Democrats),https://www.instagram.com/maaltola/?hl=fi,https://data.europarl.europa.eu/person/256810
256820,Mr,Georgios,Aftias,Γεώργιος,Αυτιάς,male,Greece,,,,https://www.europarl.europa.eu/mepphoto/256820.jpg,mailto:georgios.aftias@europarl.europa.eu,,,,,Greece,Group of the European People's Party (Christian Democrats),https://www.instagram.com/georgeaftias/,https://data.europarl.europa.eu/person/256820
